numero_uai;nature_uai;ministere_tutelle;ministere_tutelle_libe;tutelle_2;tutelle_2_libe;secteur_public_prive;niveau_uai;niveau_uai_libe;commune;commune_libe;denomination_principale;patronyme_uai;numero_siren_siret_uai;date_ouverture;date_fermeture;lieu_dit_uai;adresse_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai
0341979S;600;06;ministère de l'éducation nationale;35;ministère de la santé et de la solidarité nationale;PR;1;UAI célibataire;34057;Castelnau-le-Lez;CTR DE FORMATION D APPRENTIS;HOSPITALISATION PRIVEE;42245524600047;35065;;;288  RUE HELENE BOUCHER;;34174;CASTELNAU LE LEZ CEDEX
0341983W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34172;Montpellier;CTR DE FORMATION D APPRENTIS;FORMAPOSTE MEDITERRANEE;13002054800249;35363;;;PLACE EUGENE BATAILLON;;34095;MONTPELLIER CEDEX 5
0341985Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34198;Pérols;CTR DE FORMATION D APPRENTIS;TRANSPORT ET DE LOGISTIQUE AFT;30540504500702;35309;;;PARC ACTIVITE MEDITERRANEE;;34470;PEROLS
0342009Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34198;Pérols;CTR DE FORMATION D APPRENTIS;IFRIA LANGUEDOC-ROUSSILLON;41330478300033;35674;;;3840 avenue Georges Frêche;;34470;PEROLS
0342088K;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34172;Montpellier;CTR DE FORMATION D APPRENTIS;INST TECHN CONSTRUCTION BTP;34859908500027;37364;;;169  RUE GEORGES AURIC;;34070;MONTPELLIER
0342135L;600;06;ministère de l'éducation nationale;;;PR;3;UAI fille;34154;Mauguio;CTR DE FORMATION D APPRENTIS;ESMA AVIATION ACADEMY;;37500;;AERP MONTPELLIER MEDITER;;CS10005;34137;MAUGUIO CEDEX
0342180K;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34172;Montpellier;CTR DE FORMATION D APPRENTIS;TRAVAUX PUBLICS LANGUEDOC-ROUS;48395747800017;38596;;;PASSAGE JEAN COCTEAU;;34070;MONTPELLIER
0342217A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34172;Montpellier;CTR DE FORMATION D APPRENTIS;PROF SANITAIRES SOC MEDICO-SOC;50062262600033;39326;;;240 rue du Mas de Prunet;;34000;MONTPELLIER
0342239Z;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;34172;Montpellier;CTR DE FORMATION D APPRENTIS;SPORT MEDITERRANEE;50819727400014;39692;;;2  AVENUE CHARLES FLAHAULT;;34090;MONTPELLIER
0342283X;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;34172;Montpellier;CTR DE FORMATION D APPRENTIS;MET TERRITORIAUX  LANGUED ROUS;18001404502567;40787;;;95 rue Brumaire;;34000;MONTPELLIER
0342306X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34198;Pérols;CTR DE FORMATION D APPRENTIS;SUD TOURISME;13002247800296;41153;;;99  IMPASSE ADAM SMITH;CS81000;34477;PEROLS CEDEX
0342307Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34022;Baillargues;CTR DE FORMATION D APPRENTIS;CIRFAP;52985396200023;41153;;BAILLARGUES;14 RUE FRANCOIS PERROUX;CS90028;34748;VENDARGUES CEDEX
0342314F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34172;Montpellier;CTR DE FORMATION D APPRENTIS;GROUPE SUP DE CO;13002263500028;41275;;;2300 avenue DES MOULINS;;34185;MONTPELLIER CEDEX 4
0342318K;600;06;ministère de l'éducation nationale;33;ministère du commerce et de l'artisanat;PR;2;UAI mère;34198;Pérols;CTR DE FORMATION D APPRENTIS;CCI SUD FORMATION LANG-ROUSSIL;13002247800296;41275;;;99  IMPASSE ADAM SMITH;CS81000;34477;PEROLS CEDEX
0342323R;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;34154;Mauguio;CTR DE FORMATION D APPRENTIS;ENAC CTRE MONTPELLIER;19311256200106;41547;;AERP MONTP MEDITERRANEE;;;34137;MAUGUIO CEDEX
0342338G;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;34172;Montpellier;CTR DE FORMATION D APPRENTIS;ENS SUP ASUR LR;13002054800330;42005;;;99  AVENUE D OCCITANIE;CS79235;34197;MONTPELLIER CEDEX 5
0342347S;600;06;ministère de l'éducation nationale;20;ministère de l'économie, des finances et du budget;PR;1;UAI célibataire;34172;Montpellier;CTR DE FORMATION D APPRENTIS;IRFMA DE L HERAULT;18340004300059;42248;;;154  RUE BERNARD GIRAUDEAU;;34080;MONTPELLIER
0342384G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;34172;Montpellier;CTR DE FORMATION D APPRENTIS;TRANSPORTS EN COMMUN;31487181500093;43101;;;125 rue Léon Trotski;CS6014;34075;MONTPELLIER CEDEX 3
0350998V;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;35047;Bruz;CTRE DE FORMATION D'APPRENTIS;CMA 35;13002794900135;25259;;;1 RUE DES FRERES MONTGOLIER;BP27202;35172;BRUZ CEDEX
0351002Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;35278;Saint-Grégoire;CTRE DE FORMATION D'APPRENTIS;BATIMENT D'ILLE ET VILAINE;77750927400067;25259;;;11  RUE DES GLENAN;;35760;ST GREGOIRE
0351884H;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;35047;Bruz;CTRE DE FORMATION D'APPRENTIS;FACULTE DES METIERS CCI ILLE-E;18350004000203;27452;;CAMPUS DE KER LANN;Rue DES FRERES MONTGOLFIER;;35172;BRUZ CEDEX
0351980M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;35162;Louvigné-du-Désert;CTRE DE FORMATION D'APPRENTIS;U.N.I.C.E.M.;78471704300169;28236;;;5 RUE MONSEIGNEUR GRY;;35420;LOUVIGNE DU DESERT
0352193U;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;35253;Saint-Aubin-du-Cormier;CTRE FORMATION APPRENTIS AGRIC;DE ST AUBIN DU CORMIER;;30926;;LA LANDE DE LA RENCONTRE;;BP12;35140;ST AUBIN DU CORMIER
0352356W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;35238;Rennes;CENTRE FORMATION APPRENTIS;DES COMPAGNONS DU DEVOIR;77566202600829;33848;;;2  RUE JULES VERNE;;35000;RENNES
0352449X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;35047;Bruz;CFA DE LA PROPRETE;I.N.H.N.I.;39393037500141;34943;;CAMPUS DE KER LANN;RUE URBAIN LEVERRIER;CS27229;35170;BRUZ
0352450Y;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;35238;Rennes;CFA BANQUE FINANCE BRETAGNE;CFPB;48227630000027;34943;;;227 rue DE CHATEAUGIRON;;35000;RENNES
0352490S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;35051;Cesson-Sévigné;CTRE DE FORMATION D'APPRENTIS;ESCCOT;42284649300027;35309;;;29 AVENUE DES PEUPLIERS;;35510;CESSON SEVIGNE
0352492U;600;03;ministère de l'agriculture;6;ministère de l'éducation nationale;PR;2;UAI mère;35278;Saint-Grégoire;CFA AGRICOLE PRIVE;FR MFR BRETAGNE;;35309;;LES RABINARDIERES;;CS76809;35768;ST GREGOIRE CEDEX
0352579N;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;35047;Bruz;CTRE DE FORMATION D'APPRENTIS;PROMOTRANS LOGIST TRANSPORT;77568013500826;37135;;CAMPUS DE KER LANN;AVENUE URBAIN LE VERRIER;;35170;BRUZ
0352690J;600;06;ministère de l'éducation nationale;;;PU;2;UAI mère;35238;Rennes;CTRE DE FORMATION D'APPRENTIS;EDUCATION NATIONALE;19350032900035;38231;;;76 avenue des Buttes de Coësmes;;35083;RENNES CEDEX
0352715L;600;03;ministère de l'agriculture;;;PR;2;UAI mère;35238;Rennes;CTR FORMATION APPRENTIS AGRIC;AGAEAPB - ECB;43929796100039;38718;;;6  BOULEVARD EMMANUEL MOUNIER;CS50623;35706;RENNES CEDEX 7
0360548A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;36044;Châteauroux;CTR DE FORMATION D APPRENTIS;INTERPROF CH MET INDRE;18360002200036;25234;;;164 avenue John Kennedy;CS40065;36002;CHATEAUROUX CEDEX
0360766M;600;03;ministère de l'agriculture;;;PU;3;UAI fille;36044;Châteauroux;CTR FORMATION APPRENTIS AGRIC.;DE L INDRE;19360017800019;32143;;;Route de velles;CS70529;36018;CHATEAUROUX CEDEX
0360777Z;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;36044;Châteauroux;CTR DE FORM SUP D APPRENTIS;CCI INDRE;18360001400058;33406;;;16 place Saint-Cyran;;36000;CHATEAUROUX
0370811F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;37122;Joué-lès-Tours;CTR DE FORMATION D APPRENTIS;CAMPUS DES METIERS;18370002000021;25283;;;5-7 rue Joseph Cugnot;;37300;JOUE LES TOURS
0370825W;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;37261;Tours;CTR DE FORMATION D APPRENTIS;LA CITE DES FORMATIONS;32570588700033;25722;;;8 allée Roger Lecotte;;37100;TOURS
0371436K;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;37109;Fondettes;CTR FORMATION APPRENTIS AGRIC.;CFAAD DE L INDRE ET LOIRE;19370781700048;32387;;LA PLAINE;;;37230;FONDETTES
0371437L;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;37261;Tours;CTR DE FORMATION D APPRENTIS;COMPAGNONS DU DEVOIR;77566202600381;32752;;;25 rue de Franche Comté;;37008;TOURS CEDEX 1
0371461M;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;37261;Tours;CTR DE FORMATION D APPRENTIS;CARTIF;19370040800035;33848;;;9 rue du Commandant Bourgouin;CS85853;37058;TOURS CEDEX 1
0371514V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;37261;Tours;CTR DE FORMATION D APPRENTIS;MET INDUS PHARMACIE COSMETOLOG;41947593400032;34978;;;38 avenue Marcel Dassault;BP600;37206;TOURS CEDEX 3
0371515W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;37261;Tours;CTR DE FORMATION D APPRENTIS;DE LA PROPRETE (INHNI);32187778900123;34978;;;34 rue du Sergent Leclerc;;37000;TOURS
0381861S;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;38185;Grenoble;CENTRE DE FORMATION D'APPRENTI;IMT;77955453400023;25328;;;10 rue AIME PUPIN;;38001;GRENOBLE CEDEX 1
0382441X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;38053;Bourgoin-Jallieu;CENTRE DE FORMATION D'APPRENTI;EFMA;13001302200038;28207;;;10 rue SAINT HONORE CHAMP FLEURI;CS24013;38307;BOURGOIN JALLIEU CEDEX
0382910G;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;38449;Saint-Quentin-Fallavier;CENTRE DE FORMATION D'APPRENTI;AFTRAL CFA TRANSPORT LOGISTIQU;30540504502161;32239;;;70 boucle de la ramée;;38070;ST QUENTIN FALLAVIER
0383062X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;38185;Grenoble;CENTRE DE FORMATION D'APPRENTI;DIFCAM BANQUE ET ASSURANCES;40212195802874;33991;;;12 place DE LA RESISTANCE;;38009;GRENOBLE CEDEX 1
0383091D;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;38239;Moirans;CENTRE DE FORMATION D'APPRENTI;A.D.F.I.;77559594500111;34362;;CENTR'ALP;83 rue DE CHATAGNON;BP120;38430;MOIRANS
0383139F;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;38185;Grenoble;CENTRE DE FORMATION D'APPRENTI;IFA DES ALPES;40197111400020;34908;;;3  AVENUE MARIE REYNOARD;;38100;GRENOBLE
0383143K;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;38421;Saint-Martin-d'Hères;CENTRE DE FORMATION D'APPRENTI;AGEFPI;82851236800014;34943;;;461 rue DE LA PAPETERIE;CS10065;38402;ST MARTIN D HERES CEDEX
0383169N;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;38185;Grenoble;CENTRE DE FORMATION D'APPRENTI;FORMASUP ISÈRE DRÔME ARDÈCHE;40945804900049;35181;;;3 avenue MARIE REYNOARD;;38100;GRENOBLE
0383173T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;38247;Montalieu-Vercieu;CENTRE DE FORMATION D'APPRENTI;UNICEM;78471704300193;34943;;;5 rue DES CARRIERES;;38390;MONTALIEU VERCIEU
0383249A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;38053;Bourgoin-Jallieu;CENTRE DE FORMATION D'APPRENTI;BTP CFA ISÈRE;41884676200023;36770;;ZONE CHAMPFLEURI;21 BOULEVARD PRE POMMIER;;38300;BOURGOIN JALLIEU
0383332R;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;38185;Grenoble;CENTRE DE FORMATION D'APPRENTI;FIPAG;18383011600020;38473;;;7 place BIR HAKEIM;CS81065;38021;GRENOBLE CEDEX 1
0383426T;600;06;ministère de l'éducation nationale;32;ministère de la jeunesse et des sports;PR;2;UAI mère;38544;Vienne;SPORT ET ANIMATION RHÔNE ALPES;SPORT ET ANIMATION RHÔNE ALPES;40996871600046;40179;;;30 avenue du Général Leclerc;BP254;38202;VIENNE CEDEX
0390799G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;39251;Gevingey;CTR DE FORMATION D APPRENTIS;DU JURA;13002607300093;25287;;;23  ROUTE DE LONS LE SAUNIER;;39570;GEVINGEY
0391038S;600;03;ministère de l'agriculture;;;PU;2;UAI mère;39362;Montmorot;CTR FORMATION APPRENTIS AGRIC.;DU JURA;19390810000012;31147;;;614 AVENUE EDGAR FAURE;;39570;MONTMOROT
0391039T;600;03;ministère de l'agriculture;;;PU;1;UAI célibataire;39434;Poligny;CTR FORMATION APPRENTIS;AGROALIMENTAIRE ENILBIO;19390812600017;31147;;;ROUTE DE VERSAILLES;BP70049;39800;POLIGNY
0391172M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;39198;Dole;CTR DE FORMATION D APPRENTIS;INDUSTRIEL;37932670500033;35674;;;5 RUE BOUGAULD;;39101;DOLE CEDEX
0391210D;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;39251;Gevingey;CTR DE FORMATION D APPRENTIS;DE L'INDUSTRIE;13002607300093;40057;;;ROUTE DE LONS-LE-SAUNIER;;39570;GEVINGEY
0400100S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;40192;Mont-de-Marsan;C.F.A;DES METIERS DE L'ARTISANAT DES;18400001600057;25226;;;170 chemin GUSTAVE EIFFEL;CS10165;40003;MONT DE MARSAN CEDEX
0400751Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;40197;Morcenx-la-Nouvelle;CENTRE DE FORMATION D'APPRENTI;BTP CFA AQUITAINE MORCENX;78235535800097;27229;;MORCENX;5 rue DU 19 MARS 1962;BP54;40110;MORCENX LA NOUVELLE
0400780F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;40197;Morcenx-la-Nouvelle;CTR DE FORMATION D APPRENTIS;DES INDUSTRIES DU BOIS;19400097200027;28138;;;24 rue henri barbusse;;40110;MORCENX LA NOUVELLE
0400898J;600;03;ministère de l'agriculture;6;ministère de l'éducation nationale;PU;4;UAI mère et fille;40207;Oeyreluy;CTR FORMATION APPRENTIS AGRIC.;DES LANDES;19400750600018;30926;;;2915  ROUTE BARTHES;;40180;OEYRELUY
0400918F;600;03;ministère de l'agriculture;6;ministère de l'éducation nationale;PU;4;UAI mère et fille;40246;Sabres;CTR FORMATION APPRENTIS AGRIC.;CFA FORESTIER;19400750600042;33710;;;ROUTE DE LUGLON;;40630;SABRES
0410590U;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;41018;Blois;CTR DE FORMATION D APPRENTIS;INTERPROF CH MET LOIR ET CHER;18410002200021;26203;;;12 rue François Billoux;;41000;BLOIS
0410892X;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;41226;Saint-Ouen;CTR DE FORMATION D APPRENTIS;CAMPUS DES METIERS PROMOTRANS;77568013500446;28380;;;9 allée du Bois de l'Orme;;41100;ST OUEN
0410955R;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;41018;Blois;CTR FORMATION APPRENTIS AGRIC.;CFAAD DU LOIR ET CHER;19410018600049;34213;;;5-7 rue DES GDS CHAMPS;CS2908;41029;BLOIS CEDEX
0411066L;600;35;ministère de la santé et de la solidarité nationale;;;PR;2;UAI mère;41018;Blois;CTR FORMATION APPRENTIS SANSOC;DU SOCIAL;75153432200035;41153;;;59 quai Henri Chavigny;;41000;BLOIS
0421139K;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;42218;Saint-Etienne;CTRE DE FORMATION D'APPRENTIS;BTP LOIRE-MICHEL CLUZEL;77560234500032;24892;;;21  RUE DE L'APPRENTISSAGE;BP80195;42005;ST ETIENNE CEDEX 1
0421567A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;42218;Saint-Etienne;CTRE DE FORMATION D'APPRENTIS;INTERPROFESS DE LA LOIRE LES M;30284789200015;27439;;;28 rue DES MOULINIERS;BP60098;42010;ST ETIENNE CEDEX 2
0421609W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;42127;Mably;CTRE DE FORMATION D'APPRENTIS;DU ROANNAIS ARPA;30102946800032;27273;;;155 ROUTE DE BRIENNON;;42300;MABLY
0421975U;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;42218;Saint-Etienne;CTRE DE FORMATION D'APPRENTIS;AFIL;88474598500017;32387;;;16 BIS BOULEVARD DE L'ETIVALLIER;CS70725;42950;ST ETIENNE CEDEX 1
0430844J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;43018;Bains;CTR DE FORMATION D'APPRENTIS;IFP 43 - CFA INTERPROFESSIONNE;31233053300026;28145;;LES YSSETS;;;43370;BAINS
0430855W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;43018;Bains;CTR DE FORMATION D'APPRENTIS;BTP CFA HAUTE-LOIRE;41884676200130;28201;;;65 impasse de l'Artisanat;;43370;BAINS
0431037U;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;43051;Le Chambon-sur-Lignon;CTR DE FORMATION D APPRENTIS;ACADEMIE DES METIERS DU SPORT;43962415600030;43344;;;Route du Fraisse;;43400;LE CHAMBON SUR LIGNON
0440096R;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44020;Bouguenais;CTR DE FORMATION D APPRENTIS;POLE FORMAT PAYS DE LA LOIRE -;78835426400061;26368;;;9 rue DE L'HALBRANE;;44340;BOUGUENAIS
0440333Y;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44162;Saint-Herblain;CTR DE FORMATION D APPRENTIS;COIFFURE ET DE L'ESTHETIQUE;37843887300051;25273;;;3 rue VASCO DE GAMA;BP58702;44800;ST HERBLAIN
0440334Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;44109;Nantes;CTR DE FORMATION D APPRENTIS;ANDRE MARTELLO;31792693900032;25273;;;3  BOULEVARD DU BATONNIER CHOLET;;44100;NANTES
0440342H;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;44109;Nantes;CTR DE FORMATION D APPRENTIS;GRAFIPOLIS;32984426000045;25274;;;1 place Albert Camus;CS87519;44275;NANTES CEDEX 2
0440344K;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44172;Sainte-Luce-sur-Loire;CTR DE FORMATION D APPRENTIS;URMA-CIFAM LOIRE-ATLANTIQUE;34106769203931;25282;;;PLACE JACQUES CHESNE;BP38309;44980;STE LUCE SUR LOIRE
0440395R;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;44162;Saint-Herblain;CTR FORMATION APPRENTIS AGRIC.;LOIRE ATLANTIQUE;19442061800044;26846;;;7  RUE DE LA SYONNIERE;BP117;44817;ST HERBLAIN CEDEX
0441854B;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44172;Sainte-Luce-sur-Loire;CTR DE FORMATION D APPRENTIS;AFTRAL - CFA TRANSPORT ET LOGI;81365600600117;29830;;;2  RUE JEAN MERMOZ;BP68401;44980;STE LUCE SUR LOIRE
0441969B;600;06;ministère de l'éducation nationale;3;ministère de l'agriculture;PR;2;UAI mère;44026;Carquefou;CTR DE FORMATION D APPRENTIS;MAISONS FAMILIALES RURALES;32520400600010;29037;;;Chemin DES GRUELLIERES;;44470;CARQUEFOU
0442096P;600;06;ministère de l'éducation nationale;;;PR;3;UAI fille;44190;Saint-Sébastien-sur-Loire;CTR DE FORMATION D APPRENTIS;ANX.DU LPO LA JOLIVERIE;41780707000012;32387;;;141 bis route DE CLISSON;BP43229;44232;ST SEBASTIEN SUR LOIRE CED
0442274H;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44109;Nantes;CTR DE FORMATION D APPRENTIS;BANQUE FINANCE;77567554900379;34213;;;12 rue GAETAN RONDEAU;;44200;NANTES
0442275J;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44109;Nantes;CTR DE FORMATION D APPRENTIS;INTELLIGENCE APPRENTIE FORMATI;31792693900032;34213;;;3  BOULEVARD DU BATONNIER CHOLET;BP20323;44103;NANTES CEDEX 4
0442304R;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44162;Saint-Herblain;CTR DE FORMATION D APPRENTIS;ITII PAYS DE LA LOIRE;38343194700035;34943;;;10  CHEMIN DU VIGNEAU;BP40282;44803;ST HERBLAIN CEDEX
0442349P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;44109;Nantes;CTR DE FORMATION D APPRENTIS;ST FELIX LA SALLE - OGEC NANTE;34106769202552;35674;;;27 rue DU BALLET;BP60105;44001;NANTES CEDEX 1
0442350R;600;03;ministère de l'agriculture;;;PR;3;UAI fille;44051;Derval;CTR FORMATION APPRENTIS AGRIC;ANX.LTA DERVAL;78595022100016;35674;;;29 rue DE RENNES;BP13;44590;DERVAL
0442415L;600;06;ministère de l'éducation nationale;;;PU;2;UAI mère;44109;Nantes;CTR DE FORMATION D APPRENTIS;FORMASUP DES PAYS DE LA LOIRE;;36770;;;2 bis rue LEON BUREAU;;44200;NANTES
0442416M;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44162;Saint-Herblain;CTR DE FORMATION D APPRENTIS;BATIMENT ET TP DE L.-ATLANTIQU;78605529300017;36770;;;27 rue DE LA RIVAUDIERE;BP60159;44802;ST HERBLAIN CEDEX
0442575K;600;35;ministère de la santé et de la solidarité nationale;6;ministère de l'éducation nationale;PR;2;UAI mère;44109;Nantes;CTR FORMATION APPRENTIS SANSOC;ADAMSSE CFA;48518283600026;38534;;;42 rue DES HAUTS PAVES;;44000;NANTES
0442590B;600;06;ministère de l'éducation nationale;21;ministère du redéploiement industriel;PR;1;UAI célibataire;44109;Nantes;CTR DE FORMATION D APPRENTIS;CREATION INNOVATION INDUSTRIEL;81997294400014;38961;;;Rue CHRISTIAN PAUC;BP30607;44306;NANTES CEDEX 3
0442621K;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;44184;Saint-Nazaire;CTR DE FORMATION D APPRENTIS;CESI;;39375;;;1 BOULEVARD DE L'UNIVERSITE;;44600;ST NAZAIRE
0442792W;600;06;ministère de l'éducation nationale;32;ministère de la jeunesse et des sports;PR;1;UAI célibataire;44109;Nantes;CTR DE FORMATION D'APPRENTIS;SPORTS ANIMATION PAYS DE LA LO;53919769900017;42248;;;42 rue DES HAUTS PAVES;;44000;NANTES
0442846E;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;44109;Nantes;CFA;IFRIA NANTES;21440109300197;42614;;;Rue Pierre Adolphe Bobierre;;44939;NANTES CEDEX 9
0442896J;600;03;ministère de l'agriculture;;;PR;3;UAI fille;44109;Nantes;CTR FORMATION APPRENTIS AGRIC;DE L'ESB;79890601200017;43709;;;Rue Christian PAUC;BP10605;44003;NANTES CEDEX 1
0450805F;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;45234;Orléans;CTR DE FORMATION D APPRENTIS;EMPL PHARMACIE REGION CENTRE;77551105800056;25309;;;7 rue François Hauchecorne;;45000;ORLEANS
0450807H;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;45234;Orléans;CTR DE FORMATION D APPRENTIS;ORLEANS METROPOLE;24450046800115;25309;;;9 rue du 11 Novembre;;45000;ORLEANS
0450808J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;45208;Montargis;CTR DE FORMATION D APPRENTIS;CFA EST-LOIRET;25450246100018;25309;;;35 avenue Gallardin;;45200;MONTARGIS
0450809K;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;45234;Orléans;CTR DE FORMATION D APPRENTIS;CHAMBRE DES MÉTIERS ET DE L' A;18450002300025;25309;;;5 rue Charles Péguy;BP1927;45009;ORLEANS CEDEX 1
0451418X;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;45232;Olivet;CTR DE FORMATION D APPRENTIS;CFAS ARDEQAF;48241803500036;30926;;;1876 rue du Général de Gaulle;;45160;OLIVET
0451463W;600;03;ministère de l'agriculture;;;PU;1;UAI célibataire;45031;Bellegarde;CTR FORMATION APPRENTIS AGRIC.;CFAAD DU LOIRET;19450094800105;32517;;;11 rue DES PERVENCHES;;45270;BELLEGARDE
0451481R;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;45234;Orléans;CTR DE FORMATION D APPRENTIS;AFTEC FORMATION - CFSA;35356978300056;33189;;;22 avenue des Droits de l'Homme;BP55806;45058;ORLEANS CEDEX 1
0451566H;600;06;ministère de l'éducation nationale;20;ministère de l'économie, des finances et du budget;PR;2;UAI mère;45234;Orléans;CTR DE FORMATION D APPRENTIS;CFPB CFA BANQUES;77567554900452;34978;;;8 place Jean Monnet;;45000;ORLEANS
0451583B;600;06;ministère de l'éducation nationale;32;ministère de la jeunesse et des sports;PR;2;UAI mère;45286;Saint-Jean-le-Blanc;CTR DE FORMATION D APPRENTIS;FORMASAT SPOR.ANIM.TOURISME;40875084200044;35339;;;185 rue du Clos Pasquiés;;45650;ST JEAN LE BLANC
0451602X;600;03;ministère de l'agriculture;;;PR;3;UAI fille;45234;Orléans;CFA DE LA MOUILLERE;;77551109000018;35674;;;66 avenue DE LA MOUILLERE;;45072;ORLEANS CEDEX 2
0451653C;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;45075;La Chapelle-Saint-Mesmin;CTR DE FORMATION D APPRENTIS;CFAI CENTRE-VAL DE LOIRE;33453316300047;37865;;;74 route Nationale;;45380;LA CHAPELLE ST MESMIN
0451656F;600;06;ministère de l'éducation nationale;;;PU;2;UAI mère;45234;Orléans;CTR DE FORMATION D APPRENTIS;CFA DES UNIVERSITES CENTRE-VAL;45049123800033;37865;;;5 rue du Carbone;BP6749;45067;ORLEANS CEDEX 2
0451676C;600;06;ministère de l'éducation nationale;;;PU;2;UAI mère;45234;Orléans;CTR DE FORMATION D APPRENTIS;AFI 24 CENTRE;50521000500037;38596;;;23 rue Antigna;;45000;ORLEANS
